idx,annotation,so_title,so_api,target_api,overlap_api,unk_token
1371362,parse a language from the parsed <unk> string and adds it to the parsed languages set,Java Map with multiple keys,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",Set < String > . add String . toLowerCase Set < String > . add,set.add string.tolowercase set.add,FALSE
299070,"read line number information from the given class , if available",Is java.util.Scanner that slow?,"java.lang.Double.parseDouble,java.lang.Float.parseFloat,java.lang.Integer.parseInt,java.lang.Double.parseDouble,java.lang.Float.parseFloat,java.lang.Integer.parseInt,java.lang.Double.parseDouble,java.lang.Float.parseFloat,java.lang.Integer.parseInt",Class . isArray Class . getResourceAsStream,class.isarray class.getresourceasstream,FALSE
260863,"ritorna il <unk> dei <unk> dato <unk> <unk> HH : MM : SS della data <unk> non <unk> della <unk> <unk> , <unk> , <unk>",Mysql JDBC driver ClassNotFoundException,"java.lang.Class.forName,java.sql.DriverManager.getConnection,java.lang.Class.forName,java.sql.DriverManager.getConnection",Calendar . getInstance Calendar . setTime Calendar . get,calendar.getinstance calendar.settime calendar.get,FALSE
1116860,construct a <unk> rotation matrix about the y axis,Java AWT rotating ball,"java.lang.Math.cos,java.lang.Math.sin,java.lang.Math.cos,java.lang.Math.sin",Math . toRadians Math . cos Math . sin Math . cos,math.toradians math.cos math.sin math.cos,FALSE
411172,"comma delimited ,",String between two commas Java,"java.lang.String.split,java.util.Arrays.asList,java.lang.String.split,java.util.Arrays.asList",DecimalFormat . format String . valueOf,decimalformat.format string.valueof,FALSE
292726,this reflection method tries to call a field setter in the builder from its name its useful when settings are reading from a text source,How do I know if a class has a method in java and how do I invoke it,"java.lang.Class.getMethod,java.lang.reflect.Method.invoke,java.lang.Class.getMethod,java.lang.reflect.Method.invoke",Class . getMethod Method . invoke,class.getmethod method.invoke,FALSE
1052635,get the object associated with the key in the storage map off of the current thread,Placing a new value to a existing key in a hashtable,java.util.HashMap.put,Map . get Object . getClass Class . getSimpleName Set < String > . contains,map.get object.getclass class.getsimplename set.contains,FALSE
1723260,create <unk> image,Convert 2D pixel array into BufferedImage,java.lang.System.arraycopy,Toolkit . getDefaultToolkit Toolkit . createImage,toolkit.getdefaulttoolkit toolkit.createimage,FALSE
853546,<unk> a option pane for getting the amount of players,"Updating mapped values for a TreeMap<String, TreeSet<String>>","java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",JOptionPane . showInputDialog Integer . parseInt JOptionPane . showMessageDialog,joptionpane.showinputdialog integer.parseint joptionpane.showmessagedialog,FALSE
1097348,load a class from this realm,Java Map with multiple keys,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put","Map < String > . get String . lastIndexOf String . substring Map < String , List > . get",map.get string.lastindexof string.substring map.get,FALSE
1096707,return an interned instance of this class for the given type,Populating a Boolean Array in Java,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",Map < String > . get Map < String > . put,map.get map.put,FALSE
1117252,todo a 2D rotation matrix for the given angle,Java: Plotting points uniformly on a circle using Graphics2d,"java.lang.Math.cos,java.lang.Math.sin,java.lang.Math.cos,java.lang.Math.sin",Math . toRadians Math . sin Math . cos,math.toradians math.sin math.cos,FALSE
1112548,"give a double value , return a new double with precision as given",How to test if a double is an integer,"java.lang.Math.floor,java.lang.Math.ceil,java.lang.Math.floor,java.lang.Math.ceil",Math . pow Math . round Math . pow,math.pow math.round math.pow,FALSE
1175989,constructor invoked by jpa,Question on jvm-wide properties and multithreading,"java.lang.System.getProperty,java.lang.System.setProperty,java.lang.System.getProperty,java.lang.System.setProperty",Number . longValue Long . valueOf Number . intValue Number . longValue Long . valueOf Number . longValue Long . valueOf,number.longvalue long.valueof number.intvalue number.longvalue long.valueof number.longvalue long.valueof,FALSE
1741888,add a sensor manager created in local,Using string as name for objects in Java,"java.util.Map.get,java.util.Map.put,java.util.Map.get,java.util.Map.put",TreeSet < String > . add ArrayList < String > . clear ArrayList < String > . addAll,treeset.add arraylist.clear arraylist.addall,FALSE
97838,rearrange this workspace <unk> children to fit within the grid,Marshalling List of Object without affecting existing list,java.util.List.add,ArrayList . size ArrayList . get,arraylist.size arraylist.get,FALSE
1473415,find the class with the given simple name in a package hierarchy,List all classes in a package that implements a given interface,"java.lang.Thread.currentThread,java.lang.Class.forName,java.lang.Thread.currentThread,java.lang.Class.forName",String . lastIndexOf Class . forName String . substring,string.lastindexof class.forname string.substring,FALSE
986308,"ensure that the next points to the correct item , possibly reading from the db cursor",What exception to use to prevent a method from being called multiple times?,java.util.Iterator.hasNext,List . iterator Iterator . next Iterator . hasNext,list.iterator iterator.next iterator.hasnext,FALSE
312802,summarize a collection of money,What is the difference between ArrayList.clear() and ArrayList.removeAll()?,java.util.ArrayList.clear,Collection . iterator Iterator . next BigDecimal . add,collection.iterator iterator.next bigdecimal.add,FALSE
682403,count how many entries that have both <unk> and acceptor,When hascode method will be called for my object,java.util.HashMap.get,"HashMap < String , String > . keySet HashMap < String , String > . get String . startsWith",hashmap.keyset hashmap.get string.startswith,FALSE
1530601,construct the message that is returned to the user of this service,"Ignore space, blanks","java.util.Scanner.nextLine,java.util.Scanner.next,java.util.Scanner.nextLine,java.util.Scanner.next",String . startsWith String . substring,string.startswith string.substring,FALSE
358539,"insert a single status , used with the search and streaming ap is",Java dynamic function calling,"java.lang.Class.getMethod,java.lang.reflect.Method.invoke,java.lang.Class.getMethod,java.lang.reflect.Method.invoke",Connection . prepareStatement PreparedStatement . execute,connection.preparestatement preparedstatement.execute,FALSE
1459698,canonicalize the path,Java Change File Working Directory,java.lang.System.setProperty,String . indexOf String . substring String . charAt String . substring,string.indexof string.substring string.charat string.substring,FALSE
1541205,delete word this method deletes a word from the set of words,"Java name clash error, despite different method signatures",java.util.Map.remove,String . toLowerCase ArrayList < String > . remove,string.tolowercase arraylist.remove,FALSE
97693,item weights,Java - How expensive is a HashMap.get() call?,java.util.HashMap.get,ArrayList . size ArrayList . get,arraylist.size arraylist.get,FALSE
1080917,get the host state from the given host name,Output CSV column headers in Apache Camel,java.util.Map.get,"Map < String , Map < String , Set < String > > > . entrySet Entry < String , Map < String , Set < String > > > . getValue Entry < String , Set < String > > . getValue",map.entryset entry.getvalue entry.getvalue,FALSE
89232,register a deleted solution order in the proper arraylist,Placing a new value to a existing key in a hashtable,java.util.HashMap.put,ArrayList . contains ArrayList . add,arraylist.contains arraylist.add,FALSE
